Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,
7456,22-07-2022 17:00,07-21-2022 16:00,21-07-2022 17:07,Ahmedabad,447,ARSON,11,M,Knife,Fire Accident,11,Yes,07-08-2022 17:00,16
7457,22-07-2022 17:00,07-21-2022 08:00,21-07-2022 08:53,Delhi,467,ROBBERY,57,F,Poison,Violent Crime,17,No,,
7458,22-07-2022 17:00,07-22-2022 03:00,22-07-2022 03:22,Hyderabad,476,ROBBERY,53,M,Firearm,Violent Crime,8,No,,
7459,22-07-2022 17:00,07-20-2022 04:00,20-07-2022 09:57,Bangalore,171,FIREARM OFFENSE,50,M,None,Fire Accident,11,No,,
7460,22-07-2022 17:00,07-20-2022 08:00,20-07-2022 11:13,Patna,337,EXTORTION,77,F,Firearm,Other Crime,1,No,,
7461,22-07-2022 18:00,07-20-2022 01:00,20-07-2022 03:58,Mumbai,329,PUBLIC INTOXICATION,47,F,None,Other Crime,15,Yes,07-08-2022 18:00,16
7462,22-07-2022 19:00,07-21-2022 04:00,21-07-2022 15:45,Mumbai,236,SEXUAL ASSAULT,25,F,Explosives,Violent Crime,10,No,,
7463,22-07-2022 19:00,07-21-2022 02:00,21-07-2022 02:16,Delhi,166,SHOPLIFTING,62,F,Firearm,Other Crime,15,No,,
7464,22-07-2022 20:00,07-20-2022 22:00,21-07-2022 09:25,Varanasi,175,CYBERCRIME,63,F,Firearm,Other Crime,14,No,,
7465,22-07-2022 21:00,07-20-2022 00:00,20-07-2022 11:53,Indore,583,CYBERCRIME,50,M,Firearm,Other Crime,8,Yes,02-09-2022 21:00,42
7466,22-07-2022 22:00,07-22-2022 01:00,22-07-2022 21:43,Ahmedabad,326,SEXUAL ASSAULT,60,F,Blunt Object,Violent Crime,6,No,,
7467,22-07-2022 22:00,07-22-2022 21:00,23-07-2022 09:11,Delhi,553,BURGLARY,20,F,None,Other Crime,13,Yes,03-12-2022 22:00,134
7468,23-07-2022 01:00,07-21-2022 21:00,22-07-2022 17:47,Delhi,559,PUBLIC INTOXICATION,56,F,Knife,Other Crime,8,Yes,03-08-2022 01:00,11
7469,23-07-2022 01:00,07-21-2022 11:00,21-07-2022 13:14,Mumbai,406,FRAUD,79,M,None,Other Crime,14,No,,
7470,23-07-2022 09:00,07-20-2022 19:00,21-07-2022 07:20,Chennai,313,EXTORTION,26,F,Firearm,Other Crime,4,Yes,16-09-2022 09:00,55
7471,23-07-2022 11:00,07-22-2022 23:00,23-07-2022 07:36,Vasai,289,EXTORTION,68,F,Poison,Other Crime,17,No,,
7472,23-07-2022 15:00,07-23-2022 07:00,23-07-2022 17:19,Mumbai,315,SEXUAL ASSAULT,25,M,Blunt Object,Violent Crime,19,Yes,27-11-2023 15:00,492
7473,23-07-2022 17:00,07-22-2022 11:00,22-07-2022 22:47,Bangalore,331,COUNTERFEITING,19,M,Poison,Other Crime,4,Yes,19-08-2022 17:00,27
7474,23-07-2022 23:00,07-21-2022 14:00,21-07-2022 14:45,Kolkata,312,TRAFFIC VIOLATION,62,F,Explosives,Traffic Fatality,17,Yes,30-07-2022 23:00,7
7475,24-07-2022 00:00,07-22-2022 10:00,22-07-2022 11:28,Bangalore,321,SEXUAL ASSAULT,14,F,Knife,Violent Crime,8,Yes,07-04-2023 00:00,257
7476,24-07-2022 03:00,07-22-2022 13:00,23-07-2022 11:29,Agra,495,ILLEGAL POSSESSION,42,F,Poison,Other Crime,1,No,,
7477,24-07-2022 07:00,07-23-2022 15:00,24-07-2022 12:56,Nashik,510,VEHICLE - STOLEN,29,F,Poison,Violent Crime,19,No,,
7478,24-07-2022 08:00,07-21-2022 15:00,22-07-2022 06:07,Chennai,468,ILLEGAL POSSESSION,55,F,Blunt Object,Other Crime,4,No,,
7479,24-07-2022 09:00,07-21-2022 22:00,22-07-2022 04:47,Pune,438,BURGLARY,17,F,Firearm,Other Crime,12,No,,
7480,24-07-2022 09:00,07-22-2022 09:00,22-07-2022 23:41,Mumbai,511,PUBLIC INTOXICATION,32,F,None,Other Crime,2,No,,
7481,24-07-2022 12:00,07-23-2022 06:00,23-07-2022 19:27,Rajkot,311,ARSON,12,F,Knife,Fire Accident,3,No,,
7482,24-07-2022 13:00,07-24-2022 05:00,24-07-2022 11:09,Hyderabad,139,HOMICIDE,62,F,Explosives,Other Crime,5,No,,
7483,24-07-2022 14:00,07-23-2022 03:00,23-07-2022 21:26,Visakhapatnam,438,SEXUAL ASSAULT,74,M,Blunt Object,Violent Crime,13,No,,
7484,24-07-2022 15:00,07-22-2022 20:00,23-07-2022 17:07,Mumbai,262,BURGLARY,56,F,Firearm,Other Crime,12,No,,
7485,24-07-2022 15:00,07-21-2022 17:00,21-07-2022 20:22,Chennai,211,KIDNAPPING,26,F,Explosives,Other Crime,4,No,,
7486,24-07-2022 15:00,07-23-2022 11:00,23-07-2022 16:49,Bangalore,197,DOMESTIC VIOLENCE,14,F,Blunt Object,Violent Crime,19,No,,
7487,24-07-2022 16:00,07-24-2022 15:00,25-07-2022 07:17,Hyderabad,436,EXTORTION,70,F,Knife,Other Crime,15,No,,
7488,24-07-2022 16:00,07-23-2022 02:00,23-07-2022 06:00,Ahmedabad,190,SHOPLIFTING,64,F,None,Other Crime,14,No,,
7489,24-07-2022 16:00,07-23-2022 05:00,24-07-2022 04:50,Hyderabad,171,HOMICIDE,17,M,Firearm,Other Crime,6,Yes,19-11-2023 16:00,483
7490,24-07-2022 17:00,07-23-2022 09:00,24-07-2022 08:20,Lucknow,132,COUNTERFEITING,24,M,Blunt Object,Other Crime,7,No,,
7491,24-07-2022 18:00,07-23-2022 10:00,23-07-2022 16:17,Lucknow,573,CYBERCRIME,55,F,Poison,Other Crime,16,Yes,18-10-2022 18:00,86
7492,24-07-2022 19:00,07-21-2022 23:00,22-07-2022 15:14,Mumbai,402,KIDNAPPING,73,F,Firearm,Other Crime,14,No,,
7493,24-07-2022 22:00,07-23-2022 22:00,24-07-2022 06:00,Hyderabad,525,ROBBERY,76,M,Explosives,Violent Crime,15,No,,
7494,24-07-2022 23:00,07-22-2022 16:00,22-07-2022 18:16,Pune,279,SEXUAL ASSAULT,32,F,Knife,Violent Crime,18,No,,
7495,25-07-2022 05:00,07-23-2022 12:00,23-07-2022 14:30,Agra,446,COUNTERFEITING,23,F,Knife,Other Crime,14,No,,
7496,25-07-2022 06:00,07-22-2022 12:00,22-07-2022 13:00,Bhopal,518,IDENTITY THEFT,61,F,Firearm,Violent Crime,18,No,,
7497,25-07-2022 08:00,07-24-2022 16:00,24-07-2022 19:37,Chennai,300,ROBBERY,11,M,Poison,Violent Crime,3,Yes,05-09-2022 08:00,42
7498,25-07-2022 08:00,07-23-2022 13:00,23-07-2022 21:40,Delhi,550,FIREARM OFFENSE,38,F,Firearm,Fire Accident,7,Yes,22-09-2022 08:00,59
7499,25-07-2022 12:00,07-24-2022 11:00,25-07-2022 08:16,Varanasi,519,KIDNAPPING,30,F,Firearm,Other Crime,13,No,,
7500,25-07-2022 14:00,07-23-2022 00:00,23-07-2022 04:21,Kolkata,399,ILLEGAL POSSESSION,71,F,Firearm,Other Crime,11,No,,
7501,25-07-2022 15:00,07-23-2022 21:00,24-07-2022 17:12,Bangalore,520,IDENTITY THEFT,56,F,Blunt Object,Violent Crime,8,Yes,09-09-2022 15:00,46
7502,25-07-2022 16:00,07-25-2022 06:00,26-07-2022 02:20,Jaipur,512,VEHICLE - STOLEN,56,F,Poison,Violent Crime,5,Yes,20-10-2022 16:00,87
7503,25-07-2022 17:00,07-25-2022 11:00,25-07-2022 17:18,Bhopal,201,ROBBERY,56,M,Poison,Violent Crime,4,Yes,02-10-2022 17:00,69
7504,25-07-2022 17:00,07-25-2022 07:00,25-07-2022 14:19,Delhi,156,KIDNAPPING,22,F,Explosives,Other Crime,12,No,,
7505,25-07-2022 18:00,07-23-2022 20:00,23-07-2022 23:59,Srinagar,174,HOMICIDE,51,M,Blunt Object,Other Crime,4,No,,
7506,25-07-2022 20:00,07-23-2022 04:00,23-07-2022 04:09,Kolkata,473,VANDALISM,29,F,Explosives,Other Crime,2,Yes,02-08-2022 20:00,8
7507,25-07-2022 23:00,07-25-2022 13:00,26-07-2022 02:02,Kanpur,325,CYBERCRIME,68,M,None,Other Crime,8,No,,
7508,26-07-2022 06:00,07-25-2022 10:00,25-07-2022 20:50,Bangalore,432,BURGLARY,60,M,Explosives,Other Crime,15,Yes,13-09-2022 06:00,49
7509,26-07-2022 07:00,07-24-2022 21:00,25-07-2022 15:00,Ghaziabad,117,TRAFFIC VIOLATION,75,F,Blunt Object,Traffic Fatality,7,Yes,04-08-2022 07:00,9
7510,26-07-2022 08:00,07-24-2022 14:00,25-07-2022 00:18,Indore,449,EXTORTION,55,F,None,Other Crime,13,No,,
7511,26-07-2022 09:00,07-25-2022 14:00,26-07-2022 13:16,Mumbai,340,DOMESTIC VIOLENCE,27,F,Poison,Violent Crime,15,No,,
7512,26-07-2022 11:00,07-24-2022 20:00,25-07-2022 15:30,Agra,266,CYBERCRIME,75,F,Explosives,Other Crime,5,No,,
7513,26-07-2022 11:00,07-23-2022 18:00,24-07-2022 09:17,Patna,579,IDENTITY THEFT,25,F,Explosives,Violent Crime,1,Yes,23-08-2022 11:00,28
7514,26-07-2022 12:00,07-25-2022 08:00,25-07-2022 20:40,Delhi,347,SHOPLIFTING,74,F,Blunt Object,Other Crime,6,Yes,09-08-2022 12:00,14
7515,26-07-2022 21:00,07-26-2022 12:00,26-07-2022 15:43,Varanasi,226,KIDNAPPING,27,M,Firearm,Other Crime,18,No,,
7516,26-07-2022 22:00,07-25-2022 04:00,25-07-2022 13:03,Chennai,558,FRAUD,32,M,None,Other Crime,9,Yes,24-08-2022 22:00,29
7517,26-07-2022 22:00,07-24-2022 18:00,25-07-2022 13:00,Chennai,549,FIREARM OFFENSE,47,F,Firearm,Fire Accident,13,No,,
7518,26-07-2022 23:00,07-24-2022 06:00,25-07-2022 05:21,Kolkata,284,KIDNAPPING,63,F,Firearm,Other Crime,9,Yes,10-08-2022 23:00,15
7519,27-07-2022 00:00,07-24-2022 12:00,24-07-2022 13:50,Pune,593,EXTORTION,69,F,Explosives,Other Crime,16,Yes,13-09-2022 00:00,48
7520,27-07-2022 00:00,07-24-2022 02:00,24-07-2022 12:01,Hyderabad,508,CYBERCRIME,29,M,Firearm,Other Crime,12,Yes,15-10-2022 00:00,80
7521,27-07-2022 01:00,07-26-2022 22:00,27-07-2022 06:48,Mumbai,589,BURGLARY,74,F,Blunt Object,Other Crime,1,Yes,18-11-2022 01:00,114
7522,27-07-2022 04:00,07-24-2022 22:00,25-07-2022 09:05,Hyderabad,306,CYBERCRIME,16,F,Poison,Other Crime,13,No,,
7523,27-07-2022 10:00,07-26-2022 13:00,27-07-2022 12:55,Kanpur,298,FIREARM OFFENSE,53,M,Poison,Fire Accident,5,Yes,08-08-2022 10:00,12
7524,27-07-2022 11:00,07-27-2022 07:00,27-07-2022 09:09,Chennai,571,IDENTITY THEFT,47,F,Poison,Violent Crime,10,No,,
7525,27-07-2022 12:00,07-25-2022 05:00,25-07-2022 20:36,Surat,535,ILLEGAL POSSESSION,55,M,Firearm,Other Crime,12,Yes,26-09-2022 12:00,61
7526,27-07-2022 12:00,07-26-2022 16:00,26-07-2022 18:46,Pune,440,DOMESTIC VIOLENCE,31,F,Knife,Violent Crime,2,No,,
7527,27-07-2022 12:00,07-25-2022 20:00,25-07-2022 22:37,Jaipur,336,IDENTITY THEFT,56,F,Explosives,Violent Crime,8,Yes,16-10-2022 12:00,81
7528,27-07-2022 13:00,07-24-2022 23:00,25-07-2022 09:54,Lucknow,559,FIREARM OFFENSE,66,F,Poison,Fire Accident,5,Yes,01-09-2022 13:00,36
7529,27-07-2022 16:00,07-27-2022 00:00,27-07-2022 04:03,Lucknow,387,SEXUAL ASSAULT,54,F,Explosives,Violent Crime,2,Yes,21-05-2024 16:00,664
7530,27-07-2022 17:00,07-26-2022 21:00,27-07-2022 16:26,Ludhiana,590,SHOPLIFTING,38,M,Blunt Object,Other Crime,1,Yes,22-08-2022 17:00,26
7531,27-07-2022 18:00,07-26-2022 15:00,27-07-2022 13:10,Bangalore,514,IDENTITY THEFT,54,F,Explosives,Violent Crime,2,No,,
7532,27-07-2022 19:00,07-25-2022 09:00,26-07-2022 07:12,Jaipur,174,HOMICIDE,53,F,Firearm,Other Crime,19,No,,
7533,27-07-2022 21:00,07-26-2022 09:00,26-07-2022 18:18,Kanpur,400,ROBBERY,44,M,Firearm,Violent Crime,14,No,,
7534,27-07-2022 22:00,07-25-2022 00:00,25-07-2022 17:21,Agra,290,CYBERCRIME,28,M,Blunt Object,Other Crime,12,Yes,25-08-2022 22:00,29
7535,27-07-2022 23:00,07-27-2022 21:00,27-07-2022 23:29,Mumbai,331,PUBLIC INTOXICATION,48,M,Poison,Other Crime,9,No,,
7536,28-07-2022 03:00,07-25-2022 16:00,25-07-2022 19:46,Bangalore,120,ILLEGAL POSSESSION,70,M,Explosives,Other Crime,9,Yes,08-10-2022 03:00,72
7537,28-07-2022 06:00,07-26-2022 01:00,27-07-2022 00:47,Bangalore,315,CYBERCRIME,52,F,Blunt Object,Other Crime,7,No,,
7538,28-07-2022 11:00,07-28-2022 03:00,28-07-2022 10:40,Pune,197,DOMESTIC VIOLENCE,22,M,Blunt Object,Violent Crime,5,Yes,17-08-2022 11:00,20
7539,28-07-2022 12:00,07-27-2022 12:00,28-07-2022 01:06,Ahmedabad,592,FIREARM OFFENSE,21,F,Explosives,Fire Accident,14,No,,
7540,28-07-2022 16:00,07-26-2022 00:00,26-07-2022 21:12,Ludhiana,525,FIREARM OFFENSE,56,F,Firearm,Fire Accident,15,Yes,09-09-2022 16:00,43
7541,28-07-2022 22:00,07-26-2022 11:00,27-07-2022 05:06,Rajkot,420,EXTORTION,13,F,Poison,Other Crime,13,No,,
7542,29-07-2022 03:00,07-27-2022 03:00,27-07-2022 11:40,Nagpur,117,BURGLARY,74,F,Explosives,Other Crime,13,Yes,23-10-2022 03:00,86
7543,29-07-2022 05:00,07-27-2022 18:00,27-07-2022 22:51,Ghaziabad,520,SEXUAL ASSAULT,44,F,Knife,Violent Crime,16,No,,
7544,29-07-2022 06:00,07-26-2022 14:00,26-07-2022 18:24,Bangalore,481,FRAUD,31,F,Firearm,Other Crime,18,Yes,25-09-2022 06:00,58
7545,29-07-2022 08:00,07-28-2022 11:00,29-07-2022 09:54,Bangalore,570,ROBBERY,38,F,Blunt Object,Violent Crime,16,Yes,09-01-2023 08:00,164
7546,29-07-2022 08:00,07-27-2022 02:00,27-07-2022 09:35,Ghaziabad,438,DRUG OFFENSE,67,M,Explosives,Other Crime,16,Yes,07-10-2022 08:00,70
7547,29-07-2022 08:00,07-26-2022 10:00,26-07-2022 23:01,Mumbai,171,CYBERCRIME,79,F,Blunt Object,Other Crime,7,No,,
7548,29-07-2022 10:00,07-28-2022 19:00,29-07-2022 12:07,Delhi,135,HOMICIDE,60,M,Knife,Other Crime,3,No,,
7549,29-07-2022 11:00,07-27-2022 19:00,27-07-2022 20:09,Kolkata,576,ILLEGAL POSSESSION,60,F,Blunt Object,Other Crime,18,No,,
7550,29-07-2022 12:00,07-29-2022 11:00,29-07-2022 19:20,Ahmedabad,516,IDENTITY THEFT,45,F,None,Violent Crime,6,No,,
7551,29-07-2022 14:00,07-29-2022 08:00,29-07-2022 11:12,Mumbai,321,BURGLARY,25,F,Firearm,Other Crime,10,No,,
7552,29-07-2022 16:00,07-27-2022 11:00,28-07-2022 04:33,Bangalore,377,VEHICLE - STOLEN,78,F,Explosives,Violent Crime,4,Yes,24-10-2022 16:00,87
7553,29-07-2022 16:00,07-28-2022 08:00,28-07-2022 14:23,Patna,360,TRAFFIC VIOLATION,29,M,Firearm,Traffic Fatality,17,Yes,08-08-2022 16:00,10
7554,29-07-2022 17:00,07-27-2022 17:00,28-07-2022 14:21,Delhi,267,IDENTITY THEFT,39,M,Firearm,Violent Crime,14,No,,
7555,29-07-2022 19:00,07-27-2022 05:00,28-07-2022 04:33,Srinagar,318,HOMICIDE,73,F,Firearm,Other Crime,14,No,,
7556,29-07-2022 22:00,07-27-2022 08:00,27-07-2022 08:38,Delhi,411,KIDNAPPING,46,F,Poison,Other Crime,6,No,,
7557,29-07-2022 23:00,07-29-2022 21:00,30-07-2022 17:29,Delhi,377,IDENTITY THEFT,47,F,None,Violent Crime,5,No,,
7558,30-07-2022 01:00,07-29-2022 20:00,30-07-2022 19:04,Mumbai,337,DOMESTIC VIOLENCE,47,M,None,Violent Crime,6,Yes,05-09-2022 01:00,37
7559,30-07-2022 03:00,07-29-2022 09:00,30-07-2022 08:01,Delhi,566,VANDALISM,14,M,Blunt Object,Other Crime,6,Yes,24-09-2022 03:00,56
7560,30-07-2022 05:00,07-28-2022 12:00,28-07-2022 22:29,Delhi,408,EXTORTION,56,F,Knife,Other Crime,7,Yes,18-08-2022 05:00,19
7561,30-07-2022 06:00,07-27-2022 16:00,28-07-2022 14:19,Delhi,245,DOMESTIC VIOLENCE,15,M,Firearm,Violent Crime,5,Yes,27-10-2022 06:00,89
7562,30-07-2022 08:00,07-27-2022 14:00,27-07-2022 23:37,Ludhiana,243,ROBBERY,26,F,Firearm,Violent Crime,2,No,,
7563,30-07-2022 10:00,07-28-2022 05:00,29-07-2022 00:18,Mumbai,393,SEXUAL ASSAULT,64,F,Firearm,Violent Crime,13,Yes,15-04-2024 10:00,625
7564,30-07-2022 11:00,07-28-2022 22:00,29-07-2022 02:13,Mumbai,327,CYBERCRIME,76,M,Explosives,Other Crime,17,Yes,17-10-2022 11:00,79
7565,30-07-2022 12:00,07-30-2022 03:00,30-07-2022 14:52,Hyderabad,532,VEHICLE - STOLEN,13,F,None,Violent Crime,14,Yes,13-09-2022 12:00,45
7566,30-07-2022 17:00,07-30-2022 11:00,31-07-2022 05:29,Delhi,244,DOMESTIC VIOLENCE,52,F,None,Violent Crime,4,No,,
7567,30-07-2022 17:00,07-28-2022 18:00,29-07-2022 11:15,Kolkata,319,BURGLARY,28,M,None,Other Crime,15,No,,
7568,30-07-2022 19:00,07-28-2022 16:00,29-07-2022 02:19,Nashik,495,KIDNAPPING,70,M,Firearm,Other Crime,6,Yes,31-08-2022 19:00,32
7569,31-07-2022 00:00,07-30-2022 12:00,31-07-2022 10:17,Jaipur,456,HOMICIDE,16,F,Knife,Other Crime,5,Yes,26-05-2024 00:00,665
7570,31-07-2022 00:00,07-29-2022 19:00,30-07-2022 17:41,Ghaziabad,577,FRAUD,12,F,Firearm,Other Crime,19,Yes,10-10-2022 00:00,71
7571,31-07-2022 03:00,07-30-2022 10:00,30-07-2022 12:01,Bhopal,123,DRUG OFFENSE,65,F,Explosives,Other Crime,19,Yes,07-08-2022 03:00,7
7572,31-07-2022 05:00,07-28-2022 09:00,28-07-2022 20:31,Pune,350,VEHICLE - STOLEN,34,F,Poison,Violent Crime,4,No,,
7573,31-07-2022 07:00,07-28-2022 13:00,29-07-2022 09:37,Kolkata,584,DOMESTIC VIOLENCE,11,F,Poison,Violent Crime,9,Yes,28-10-2022 07:00,89
7574,31-07-2022 07:00,07-29-2022 01:00,29-07-2022 05:18,Chennai,365,VANDALISM,37,F,Firearm,Other Crime,2,Yes,18-10-2022 07:00,79
7575,31-07-2022 09:00,07-30-2022 20:00,30-07-2022 20:07,Srinagar,308,FRAUD,17,M,Firearm,Other Crime,2,No,,
7576,31-07-2022 09:00,07-30-2022 08:00,30-07-2022 21:02,Thane,361,DOMESTIC VIOLENCE,21,F,Explosives,Violent Crime,11,No,,
7577,31-07-2022 12:00,07-31-2022 00:00,31-07-2022 23:14,Nagpur,462,SEXUAL ASSAULT,41,F,Blunt Object,Violent Crime,18,No,,
7578,31-07-2022 13:00,07-28-2022 17:00,29-07-2022 14:47,Kolkata,511,KIDNAPPING,66,F,None,Other Crime,17,Yes,21-09-2022 13:00,52
7579,31-07-2022 14:00,07-30-2022 13:00,30-07-2022 13:46,Delhi,210,ROBBERY,39,F,None,Violent Crime,17,No,,
7580,31-07-2022 14:00,07-29-2022 17:00,30-07-2022 03:45,Nashik,389,ASSAULT,42,F,Firearm,Violent Crime,19,No,,
7581,31-07-2022 19:00,07-29-2022 14:00,30-07-2022 12:20,Delhi,286,ASSAULT,76,M,Blunt Object,Violent Crime,8,Yes,21-09-2022 19:00,52
7582,31-07-2022 19:00,07-29-2022 16:00,29-07-2022 18:14,Delhi,458,SHOPLIFTING,19,M,Poison,Other Crime,12,Yes,22-10-2022 19:00,83
7583,01-08-2022 00:00,07-30-2022 06:00,31-07-2022 00:29,Kanpur,221,FIREARM OFFENSE,12,F,Explosives,Fire Accident,4,Yes,17-09-2022 00:00,47
7584,01-08-2022 01:00,07-29-2022 05:00,30-07-2022 01:31,Pune,502,SHOPLIFTING,28,F,Explosives,Other Crime,9,Yes,31-08-2022 01:00,30
7585,01-08-2022 02:00,07-30-2022 15:00,31-07-2022 01:34,Meerut,281,SEXUAL ASSAULT,58,M,Knife,Violent Crime,4,Yes,08-10-2023 02:00,433
7586,01-08-2022 02:00,07-29-2022 12:00,30-07-2022 04:59,Kolkata,445,VANDALISM,40,F,Explosives,Other Crime,5,No,,
7587,01-08-2022 06:00,07-31-2022 07:00,31-07-2022 08:09,Pune,529,SHOPLIFTING,36,M,Firearm,Other Crime,14,No,,
7588,01-08-2022 06:00,07-29-2022 18:00,30-07-2022 17:33,Kolkata,447,DRUG OFFENSE,19,M,None,Other Crime,14,Yes,09-09-2022 06:00,39
7589,01-08-2022 08:00,07-31-2022 11:00,01-08-2022 06:49,Hyderabad,265,ILLEGAL POSSESSION,49,F,Explosives,Other Crime,10,Yes,25-08-2022 08:00,24
7590,01-08-2022 08:00,07-29-2022 22:00,30-07-2022 10:07,Kolkata,526,TRAFFIC VIOLATION,10,M,Blunt Object,Traffic Fatality,8,Yes,05-08-2022 08:00,4
7591,01-08-2022 09:00,07-31-2022 08:00,01-08-2022 05:15,Mumbai,331,CYBERCRIME,16,F,Poison,Other Crime,2,Yes,28-10-2022 09:00,88
7592,01-08-2022 10:00,07-29-2022 13:00,29-07-2022 13:39,Delhi,174,ROBBERY,51,F,None,Violent Crime,19,Yes,22-09-2022 10:00,52
7593,01-08-2022 10:00,07-30-2022 19:00,31-07-2022 13:38,Pune,397,VEHICLE - STOLEN,67,M,Knife,Violent Crime,14,Yes,11-10-2022 10:00,71
7594,01-08-2022 12:00,07-31-2022 22:00,01-08-2022 20:50,Hyderabad,124,SHOPLIFTING,74,F,Firearm,Other Crime,14,Yes,01-09-2022 12:00,31
7595,01-08-2022 13:00,07-29-2022 15:00,29-07-2022 21:57,Bhopal,573,HOMICIDE,36,F,Poison,Other Crime,9,No,,
7596,01-08-2022 14:00,08-01-2022 07:00,01-08-2022 08:32,Chennai,496,EXTORTION,24,F,Firearm,Other Crime,19,No,,
7597,01-08-2022 15:00,07-31-2022 09:00,31-07-2022 19:10,Kolkata,486,COUNTERFEITING,68,F,Blunt Object,Other Crime,18,No,,
7598,01-08-2022 20:00,08-01-2022 04:00,01-08-2022 19:40,Ahmedabad,443,ROBBERY,13,F,Poison,Violent Crime,17,Yes,20-10-2022 20:00,80
7599,01-08-2022 20:00,07-30-2022 16:00,31-07-2022 10:25,Surat,585,TRAFFIC VIOLATION,79,F,Poison,Traffic Fatality,4,Yes,15-08-2022 20:00,14
7600,01-08-2022 20:00,07-31-2022 01:00,31-07-2022 02:32,Delhi,419,HOMICIDE,53,M,Knife,Other Crime,12,Yes,13-03-2023 20:00,224
7601,01-08-2022 22:00,07-30-2022 04:00,30-07-2022 18:11,Bangalore,300,PUBLIC INTOXICATION,69,M,Firearm,Other Crime,7,Yes,12-08-2022 22:00,11
7602,02-08-2022 00:00,07-30-2022 02:00,30-07-2022 14:22,Ghaziabad,421,ILLEGAL POSSESSION,43,F,Knife,Other Crime,13,No,,
7603,02-08-2022 01:00,07-31-2022 15:00,31-07-2022 18:16,Kolkata,527,IDENTITY THEFT,53,F,Poison,Violent Crime,15,Yes,22-09-2022 01:00,51
7604,02-08-2022 05:00,08-01-2022 00:00,01-08-2022 17:29,Delhi,497,DOMESTIC VIOLENCE,55,M,Explosives,Violent Crime,13,Yes,25-09-2022 05:00,54
7605,02-08-2022 05:00,07-31-2022 05:00,31-07-2022 20:50,Delhi,146,ASSAULT,12,M,Knife,Violent Crime,7,No,,
7606,02-08-2022 12:00,08-01-2022 21:00,02-08-2022 17:00,Delhi,152,VANDALISM,77,F,Blunt Object,Other Crime,4,Yes,17-10-2022 12:00,76
7607,02-08-2022 12:00,08-01-2022 11:00,01-08-2022 12:32,Pune,136,FRAUD,44,F,Poison,Other Crime,13,No,,
7608,02-08-2022 12:00,07-31-2022 21:00,01-08-2022 11:11,Delhi,250,ASSAULT,35,F,Knife,Violent Crime,9,Yes,06-09-2022 12:00,35
7609,02-08-2022 13:00,07-30-2022 23:00,31-07-2022 11:22,Indore,249,ASSAULT,21,F,Explosives,Violent Crime,19,No,,
7610,02-08-2022 14:00,08-01-2022 10:00,01-08-2022 15:29,Ahmedabad,299,FIREARM OFFENSE,75,M,Knife,Fire Accident,18,Yes,21-08-2022 14:00,19
7611,02-08-2022 16:00,07-31-2022 19:00,01-08-2022 11:31,Ludhiana,376,EXTORTION,51,F,Firearm,Other Crime,5,Yes,21-08-2022 16:00,19
7612,02-08-2022 19:00,08-02-2022 10:00,02-08-2022 12:03,Mumbai,409,IDENTITY THEFT,77,M,Firearm,Violent Crime,6,No,,
7613,02-08-2022 19:00,08-02-2022 17:00,03-08-2022 01:39,Jaipur,326,SHOPLIFTING,13,F,None,Other Crime,17,No,,
7614,02-08-2022 21:00,07-31-2022 04:00,31-07-2022 20:52,Nagpur,570,BURGLARY,53,F,Firearm,Other Crime,14,No,,
7615,03-08-2022 00:00,08-02-2022 23:00,03-08-2022 13:06,Nagpur,365,VANDALISM,66,F,Blunt Object,Other Crime,19,No,,
7616,03-08-2022 01:00,08-01-2022 20:00,02-08-2022 11:19,Mumbai,514,ILLEGAL POSSESSION,40,F,Explosives,Other Crime,8,No,,
7617,03-08-2022 02:00,07-31-2022 23:00,01-08-2022 09:04,Agra,593,KIDNAPPING,35,F,Firearm,Other Crime,12,No,,
7618,03-08-2022 02:00,08-02-2022 06:00,02-08-2022 18:50,Ahmedabad,400,ILLEGAL POSSESSION,63,F,None,Other Crime,16,No,,
7619,03-08-2022 04:00,07-31-2022 17:00,31-07-2022 19:24,Jaipur,535,ASSAULT,66,M,Explosives,Violent Crime,5,Yes,03-09-2022 04:00,31
7620,03-08-2022 05:00,07-31-2022 14:00,31-07-2022 15:37,Chennai,490,KIDNAPPING,42,F,Firearm,Other Crime,10,No,,
7621,03-08-2022 09:00,08-02-2022 18:00,03-08-2022 15:45,Delhi,545,ROBBERY,60,F,Poison,Violent Crime,18,No,,
7622,03-08-2022 14:00,08-03-2022 12:00,04-08-2022 03:54,Delhi,510,FIREARM OFFENSE,28,M,Explosives,Fire Accident,14,No,,
7623,03-08-2022 14:00,08-01-2022 13:00,01-08-2022 18:31,Pune,150,ASSAULT,16,F,Firearm,Violent Crime,12,No,,
7624,03-08-2022 16:00,08-01-2022 03:00,01-08-2022 18:09,Mumbai,138,VANDALISM,55,F,Firearm,Other Crime,14,Yes,14-09-2022 16:00,42
7625,03-08-2022 17:00,08-02-2022 09:00,03-08-2022 03:21,Lucknow,582,ASSAULT,25,M,Explosives,Violent Crime,19,Yes,28-09-2022 17:00,56
7626,03-08-2022 18:00,08-02-2022 12:00,02-08-2022 19:37,Visakhapatnam,271,BURGLARY,36,F,Firearm,Other Crime,15,No,,
